update.time,start.time,end.time,gridId,gridX,gridY,forecast.office,temperature.units,prob.precip.units,qty.precip.units
2019-07-23T09:15:31+00:00,1563850800,1564491600,KEY,60,47,https://api.weather.gov/offices/KEY,unit:degC,unit:percent,unit:mm
