last.updated,units,generator,generated,update.time,valid.start,valid.end,elevation,unit.code,num.periods
2019-07-23T12:43:59+00:00,us,HourlyForecastGenerator,2019-07-23T15:30:14+00:00,2019-07-23T12:43:59+00:00,2019-07-23T06:00:00Z,2019-07-31T01:00:00Z,2.1336,unit:m,156
