http_status,cwa,gridX,gridY,longitude <- coordinates[1],latitude,forecast.office.url,forecast.url,forecast.hourly.url,forecast.grid.data.url,forecast.grid.stations.url,forecast.zone.url,county,fire.zone,time.zone,radar.station
200,TBW,56,97,-82.8176,27.9927,https://api.weather.gov/offices/TBW,"https://api.weather.gov/gridpoints/TBW/56,97/forecast","https://api.weather.gov/gridpoints/TBW/56,97/forecast/hourly","https://api.weather.gov/gridpoints/TBW/56,97","https://api.weather.gov/gridpoints/TBW/56,97/stations",https://api.weather.gov/zones/forecast/FLZ050,https://api.weather.gov/zones/county/FLC103,https://api.weather.gov/zones/fire/FLZ050,America/New_York,KTBW
