http_status,cwa,gridX,gridY,longitude <- coordinates[1],latitude,forecast.office.url,forecast.url,forecast.hourly.url,forecast.grid.data.url,forecast.grid.stations.url,forecast.zone.url,county,fire.zone,time.zone,radar.station
200,KEY,60,47,-81.7982,24.5646,https://api.weather.gov/offices/KEY,"https://api.weather.gov/gridpoints/KEY/60,47/forecast","https://api.weather.gov/gridpoints/KEY/60,47/forecast/hourly","https://api.weather.gov/gridpoints/KEY/60,47","https://api.weather.gov/gridpoints/KEY/60,47/stations",https://api.weather.gov/zones/forecast/FLZ078,https://api.weather.gov/zones/county/FLC087,https://api.weather.gov/zones/fire/FLZ078,America/New_York,KBYX
