last.updated,units,generator,generated,update.time,valid.start,valid.end,elevation,unit.code,num.periods
2019-07-20T19:03:27+00:00,us,BaselineForecastGenerator,2019-07-20T20:57:59+00:00,2019-07-20T19:03:27+00:00,2019-07-20T13:00:00Z,2019-07-28T01:00:00Z,36.8808,unit:m,14
