forecast.longitude,forecast.latitude,last.updated,units,generator,generated,update.time,valid.start,valid.end,elevation,unit.code,num.periods
-87.2694053,30.445349,2019-07-23T08:24:57+00:00,us,BaselineForecastGenerator,2019-07-23T10:10:48+00:00,2019-07-23T08:24:57+00:00,2019-07-23T02:00:00Z,2019-07-31T01:00:00Z,21.031200000000002,unit:m,14
