http_status,cwa,gridX,gridY,longitude <- coordinates[1],latitude,forecast.office.url,forecast.url,forecast.hourly.url,forecast.grid.data.url,forecast.grid.stations.url,forecast.zone.url,county,fire.zone,time.zone,radar.station
200,TBW,65,98,-82.5947,27.9947,https://api.weather.gov/offices/TBW,"https://api.weather.gov/gridpoints/TBW/65,98/forecast","https://api.weather.gov/gridpoints/TBW/65,98/forecast/hourly","https://api.weather.gov/gridpoints/TBW/65,98","https://api.weather.gov/gridpoints/TBW/65,98/stations",https://api.weather.gov/zones/forecast/FLZ151,https://api.weather.gov/zones/county/FLC057,https://api.weather.gov/zones/fire/FLZ151,America/New_York,KTBW
