http_status,cwa,gridX,gridY,longitude <- coordinates[1],latitude,forecast.office.url,forecast.url,forecast.hourly.url,forecast.grid.data.url,forecast.grid.stations.url,forecast.zone.url,county,fire.zone,time.zone,radar.station
200,TBW,68,105,-82.4834,28.1435,https://api.weather.gov/offices/TBW,"https://api.weather.gov/gridpoints/TBW/68,105/forecast","https://api.weather.gov/gridpoints/TBW/68,105/forecast/hourly","https://api.weather.gov/gridpoints/TBW/68,105","https://api.weather.gov/gridpoints/TBW/68,105/stations",https://api.weather.gov/zones/forecast/FLZ251,https://api.weather.gov/zones/county/FLC057,https://api.weather.gov/zones/fire/FLZ251,America/New_York,KTBW
