time.stamps,temperature,prob.precip,qty.precip
1567389600,27.222222222222285,25,0.254
1567393200,26.666666666666742,14,0.254
1567396800,26.1111111111112,14,0.254
1567400400,26.1111111111112,14,0.254
1567404000,25.5555555555556,14,0
1567407600,25.000000000000057,14,0
1567411200,24.444444444444514,14,0
1567414800,24.444444444444514,14,0
1567418400,23.88888888888897,14,0
1567422000,23.88888888888897,14,0
1567425600,23.88888888888897,10,0
1567429200,25.000000000000057,10,0
1567432800,27.222222222222285,10,0
1567436400,28.33333333333337,10,0
1567440000,30.000000000000057,10,0
1567443600,31.1111111111112,10,0
1567447200,31.1111111111112,16,0.254
1567450800,31.666666666666742,16,0.254
1567454400,31.666666666666742,16,0.254
1567458000,31.1111111111112,16,0.254
1567461600,30.5555555555556,16,0.254
1567465200,30.5555555555556,16,0.254
1567468800,29.444444444444514,6,0
1567472400,28.33333333333337,6,0
1567476000,27.77777777777783,6,0
1567479600,26.1111111111112,6,0
1567483200,26.1111111111112,6,0
1567486800,25.000000000000057,6,0
1567490400,25.000000000000057,2,0
1567494000,24.444444444444514,2,0
1567497600,24.444444444444514,2,0
1567501200,23.88888888888897,2,0
1567504800,23.33333333333337,2,0
1567508400,23.33333333333337,2,0
1567512000,23.33333333333337,4,0
1567515600,26.1111111111112,4,0
1567519200,27.77777777777783,4,0
1567522800,30.000000000000057,4,0
1567526400,31.666666666666742,4,0
1567530000,33.33333333333337,4,0
1567533600,33.33333333333337,4,0
1567537200,33.33333333333337,4,0
1567540800,33.88888888888897,4,0
1567544400,34.444444444444514,4,0
1567548000,33.88888888888897,4,0
1567551600,32.77777777777783,4,0
1567555200,31.666666666666742,3,0
1567558800,30.5555555555556,3,0
1567562400,29.444444444444514,3,0
1567566000,28.88888888888897,3,0
1567569600,27.77777777777783,3,0
1567573200,27.222222222222285,3,0
1567576800,26.666666666666742,3,0
1567580400,26.666666666666742,3,0
1567584000,26.1111111111112,3,0
1567587600,25.000000000000057,3,0
1567591200,24.444444444444514,3,0
1567594800,23.88888888888897,3,0
1567598400,24.444444444444514,2,0
1567602000,26.666666666666742,2,0
1567605600,30.000000000000057,2,0
1567609200,32.77777777777783,2,0
1567612800,34.444444444444514,2,0
1567616400,35.00000000000006,2,0
1567620000,35.5555555555556,2,0
1567623600,35.5555555555556,2,0
1567627200,35.5555555555556,2,0
1567630800,35.5555555555556,2,0
1567634400,34.444444444444514,2,0
1567638000,33.88888888888897,2,0
1567641600,32.77777777777783,2,0
1567645200,31.666666666666742,2,0
1567648800,30.5555555555556,2,0
1567652400,29.444444444444514,2,0
1567656000,28.33333333333337,2,0
1567659600,27.222222222222285,2,0
1567663200,26.666666666666742,2,0
1567666800,26.1111111111112,2,0
1567670400,25.5555555555556,2,0
1567674000,25.000000000000057,2,0
1567677600,24.444444444444514,2,0
1567681200,23.88888888888897,2,0
1567684800,24.444444444444514,3,0
1567688400,26.666666666666742,3,0
1567692000,29.444444444444514,3,0
1567695600,31.666666666666742,3,0
1567699200,33.88888888888897,3,0
1567702800,34.444444444444514,3,0
1567706400,35.00000000000006,3,0
1567710000,35.5555555555556,3,0
1567713600,35.5555555555556,3,0
1567717200,35.00000000000006,3,0
1567720800,34.444444444444514,3,0
1567724400,33.33333333333337,3,0
1567728000,31.666666666666742,2,0
1567731600,30.5555555555556,2,0
1567735200,28.88888888888897,2,0
1567738800,27.77777777777783,2,0
1567742400,26.666666666666742,2,0
1567746000,25.5555555555556,2,0
1567749600,25.000000000000057,2,0
1567753200,24.444444444444514,2,0
1567756800,23.88888888888897,2,0
1567760400,22.77777777777783,2,0
1567764000,21.666666666666742,2,0
1567767600,21.1111111111112,2,0
1567771200,21.666666666666742,5,0
1567774800,23.88888888888897,5,0
1567778400,26.666666666666742,5,0
1567782000,29.444444444444514,5,0
1567785600,31.666666666666742,5,0
1567789200,32.77777777777783,5,0
1567792800,33.33333333333337,5,0
1567796400,33.88888888888897,5,0
1567800000,34.444444444444514,5,0
1567803600,34.444444444444514,5,0
1567807200,33.33333333333337,5,0
1567810800,32.222222222222285,5,0
1567814400,31.1111111111112,4,0
1567818000,29.444444444444514,4,0
1567821600,28.33333333333337,4,0
1567825200,27.222222222222285,4,0
1567828800,26.666666666666742,4,0
1567832400,25.5555555555556,4,0
1567836000,25.5555555555556,4,0
1567839600,25.000000000000057,4,0
1567843200,24.444444444444514,4,0
1567846800,23.88888888888897,4,0
1567850400,23.33333333333337,4,0
1567854000,22.77777777777783,4,0
1567857600,23.33333333333337,11,0
1567861200,25.5555555555556,11,0
1567864800,28.33333333333337,11,0
1567868400,31.1111111111112,11,0
1567872000,33.33333333333337,11,0
1567875600,34.444444444444514,11,0
