time.stamps,temperature,prob.precip,qty.precip
1567404000,25.5555555555556,6,0
1567407600,25.5555555555556,6,0
1567411200,25.5555555555556,6,0
1567414800,25.5555555555556,6,0
1567418400,25.000000000000057,6,0
1567422000,25.000000000000057,6,0
1567425600,25.000000000000057,18,0.762
1567429200,26.666666666666742,18,0.762
1567432800,27.77777777777783,18,0.762
1567436400,29.444444444444514,24,0.762
1567440000,30.5555555555556,24,0.762
1567443600,31.1111111111112,24,0.762
1567447200,31.666666666666742,60,4.826
1567450800,32.77777777777783,60,4.826
1567454400,32.77777777777783,60,4.826
1567458000,31.666666666666742,60,4.826
1567461600,30.5555555555556,60,4.826
1567465200,29.444444444444514,60,4.826
1567468800,28.33333333333337,14,0
1567472400,27.77777777777783,14,0
1567476000,27.222222222222285,14,0
1567479600,27.222222222222285,9,0
1567483200,26.666666666666742,9,0
1567486800,26.1111111111112,9,0
1567490400,25.5555555555556,7,0
1567494000,25.5555555555556,7,0
1567497600,25.5555555555556,7,0
1567501200,25.5555555555556,7,0
1567504800,25.000000000000057,7,0
1567508400,25.000000000000057,7,0
1567512000,25.000000000000057,24,1.524
1567515600,26.666666666666742,24,1.524
1567519200,27.77777777777783,24,1.524
1567522800,29.444444444444514,28,1.524
1567526400,30.000000000000057,28,1.524
1567530000,30.5555555555556,28,1.524
1567533600,31.1111111111112,67,7.112
1567537200,32.222222222222285,67,7.112
1567540800,32.222222222222285,67,7.112
1567544400,31.1111111111112,54,7.112
1567548000,30.000000000000057,54,7.112
1567551600,28.88888888888897,54,7.112
1567555200,28.33333333333337,29,13.462
1567558800,27.77777777777783,29,13.462
1567562400,27.77777777777783,29,13.462
1567566000,27.222222222222285,29,13.462
1567569600,27.222222222222285,29,13.462
1567573200,26.666666666666742,29,13.462
1567576800,26.666666666666742,31,15.239999999999998
1567580400,26.1111111111112,31,15.239999999999998
1567584000,26.1111111111112,31,15.239999999999998
1567587600,26.1111111111112,31,15.239999999999998
1567591200,25.5555555555556,31,15.239999999999998
1567594800,25.5555555555556,31,15.239999999999998
1567598400,25.5555555555556,35,10.16
1567602000,26.666666666666742,35,10.16
1567605600,27.77777777777783,35,10.16
1567609200,28.88888888888897,35,10.16
1567612800,30.000000000000057,35,10.16
1567616400,30.5555555555556,35,10.16
1567620000,31.1111111111112,33,0.254
1567623600,32.222222222222285,33,0.254
1567627200,32.222222222222285,33,0.254
1567630800,31.1111111111112,33,0.254
1567634400,30.000000000000057,33,0.254
1567638000,29.444444444444514,33,0.254
1567641600,28.88888888888897,17,0.254
1567645200,28.33333333333337,17,0.254
1567648800,28.33333333333337,17,0.254
1567652400,28.33333333333337,17,0.254
1567656000,27.77777777777783,17,0.254
1567659600,27.77777777777783,17,0.254
1567663200,27.77777777777783,11,0
1567666800,27.222222222222285,11,0
1567670400,27.222222222222285,11,0
1567674000,26.666666666666742,11,0
1567677600,26.666666666666742,11,0
1567681200,26.666666666666742,11,0
1567684800,26.666666666666742,11,0
1567688400,27.77777777777783,11,0
1567692000,29.444444444444514,11,0
1567695600,31.1111111111112,11,0
1567699200,31.1111111111112,11,0
1567702800,31.1111111111112,11,0
1567706400,31.666666666666742,10,0
1567710000,31.666666666666742,10,0
1567713600,31.1111111111112,10,0
