http_status,cwa,gridX,gridY,forecast.office.url,forecast.url,forecast.hourly.url,forecast.grid.data.url,forecast.grid.stations.url,forecast.zone.url,county,fire.zone,time.zone,radar.station
200,TBW,88,100,https://api.weather.gov/offices/TBW,"https://api.weather.gov/gridpoints/TBW/88,100/forecast","https://api.weather.gov/gridpoints/TBW/88,100/forecast/hourly","https://api.weather.gov/gridpoints/TBW/88,100","https://api.weather.gov/gridpoints/TBW/88,100/stations",https://api.weather.gov/zones/forecast/FLZ052,https://api.weather.gov/zones/county/FLC105,https://api.weather.gov/zones/fire/FLZ052,America/New_York,KTBW
