last.updated,units,generator,generated,update.time,valid.start,valid.end,elevation,unit.code,num.periods
2019-07-20T19:03:27+00:00,us,HourlyForecastGenerator,2019-07-20T20:58:00+00:00,2019-07-20T19:03:27+00:00,2019-07-20T13:00:00Z,2019-07-28T01:00:00Z,36.8808,unit:m,156
