last.updated,units,generator,generated,update.time,valid.start,valid.end,elevation,unit.code,num.periods
2019-09-02T12:03:53+00:00,us,HourlyForecastGenerator,2019-09-02T14:22:25+00:00,2019-09-02T12:03:53+00:00,2019-09-02T06:00:00Z,2019-09-10T01:00:00Z,0.9144000000000001,unit:m,156
