last.updated,units,generator,generated,update.time,valid.start,valid.end,elevation,unit.code,num.periods
2019-07-23T08:24:57+00:00,us,HourlyForecastGenerator,2019-07-23T10:10:49+00:00,2019-07-23T08:24:57+00:00,2019-07-23T02:00:00Z,2019-07-31T01:00:00Z,21.031200000000002,unit:m,156
