forecast.longitude,forecast.latitude,last.updated,units,generator,generated,update.time,valid.start,valid.end,elevation,unit.code,num.periods
-82.5844669,27.9938705,2019-09-02T12:03:53+00:00,us,BaselineForecastGenerator,2019-09-02T14:07:50+00:00,2019-09-02T12:03:53+00:00,2019-09-02T06:00:00Z,2019-09-10T01:00:00Z,2.1336,unit:m,14
