http_status,cwa,gridX,gridY,longitude <- coordinates[1],latitude,forecast.office.url,forecast.url,forecast.hourly.url,forecast.grid.data.url,forecast.grid.stations.url,forecast.zone.url,county,fire.zone,time.zone,radar.station
200,MOB,81,57,-87.263,30.4369,https://api.weather.gov/offices/MOB,"https://api.weather.gov/gridpoints/MOB/81,57/forecast","https://api.weather.gov/gridpoints/MOB/81,57/forecast/hourly","https://api.weather.gov/gridpoints/MOB/81,57","https://api.weather.gov/gridpoints/MOB/81,57/stations",https://api.weather.gov/zones/forecast/FLZ202,https://api.weather.gov/zones/county/FLC033,https://api.weather.gov/zones/fire/FLZ202,America/Chicago,KMOB
