forecast.longitude,forecast.latitude,last.updated,units,generator,generated,update.time,valid.start,valid.end,elevation,unit.code,num.periods
-82.4906513,28.146561,2019-07-23T08:23:54+00:00,us,BaselineForecastGenerator,2019-07-23T10:10:42+00:00,2019-07-23T08:23:54+00:00,2019-07-23T02:00:00Z,2019-07-31T01:00:00Z,17.0688,unit:m,14
